,%Strength,Class,Pretend,care,created_at,date,daughter,description,df,draw,eat,educ,famili,favorite_count,followers_count,friends_count,haha,health,hello,help,id,id_str,ill,impress,let,listed_count,location,love,lunch,mayb,peopl,pictur,rent,retweet_count,retweeted,rock,shes,statuses_count,text,that,time,time_zone,toe,trentreznor,umbrella,user,wanna,watch
230,69.51047778129578,Prescriptive,,,Tue Mar 26 14:43:54 +0000 2019,0.07279601693153381,0.06050962209701538,...,0,0.07513342052698135,,,0.043166305869817734,0,101,167,,,,,1110552966207934469,1110552966207934469,,,,0,Nowhere,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,1508,"Tonight's Mission:
Make sad people happy 😁",,,,0.02714640274643898,,0.06668082624673843,bleekguy,,
231,58.27592611312866,Prescriptive,,,Tue Mar 26 14:43:54 +0000 2019,0.07279601693153381,0.06050962209701538,don’t let the muggles get you down ⚡️,0,0.07513342052698135,,,0.043166305869817734,0,554,417,,,,,1110552966648479744,1110552966648479744,,,,4,"Florida, USA",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,9591,"RT @suchnerve: “MY ANXIETY ISN’T *THAT* BAD” STARTER PACK

1. leg bouncing
2. picking at your lips
3. walking very quickly
4. having two mo…",,,,0.02714640274643898,,0.06668082624673843,tori_morgan15,,
232,33.33333432674408,Prescriptive,,,Tue Mar 26 14:43:55 +0000 2019,0.07279601693153381,0.06050962209701538,Philippians 4:13 x Folk Dancer x Center x Basketball x Frisbee x Gamer x GTC x Future Cadet first class x @juneprl_,0,0.07513342052698135,,,0.043166305869817734,0,741,727,,,,,1110552967319453696,1110552967319453696,,,,1,Perlas ng Silanganan,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,9639,So sad,,,,0.02714640274643898,,0.06668082624673843,GaddiJohn10,,
233,49.51333403587341,Prescriptive,,,Tue Mar 26 14:43:55 +0000 2019,0.07279601693153381,0.06050962209701538,Twitter is one of the top three reasons I haven't reverted to a flip phone,0,0.07513342052698135,,,0.043166305869817734,0,85,402,,,,,1110552968246542336,1110552968246542336,,,,0,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,1637,"Came across someone throwing shade at @awonderland on here last night and got pretty upset, as if someone was insul… https://t.co/xgu4XoCPIQ",,,,0.02714640274643898,,0.06668082624673843,EAdams824,,
234,65.55668711662292,Prescriptive,,,Tue Mar 26 14:43:55 +0000 2019,0.07279601693153381,0.06050962209701538,Snap & IG : Yooo_keyy,0,0.07513342052698135,,,0.043166305869817734,0,1014,674,,,,,1110552969009905671,1110552969009905671,,,,5,captin save a whore nigga ,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,123551,I’m tired asf and just sad,,,,0.02714640274643898,,0.06668082624673843,Yooo_Keyy,,
235,33.33333432674408,Prescriptive,,,Tue Mar 26 14:43:55 +0000 2019,0.07279601693153381,0.06050962209701538,⠀,0,0.07513342052698135,,,0.043166305869817734,0,23,22,,,,,1110552969433407488,1110552969433407488,,,,0,ava — fl. nsfw. het. ,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,133,@pasteImochis i can't sb you. : ( sad.,,,,0.02714640274643898,,0.06668082624673843,lovncos,,
236,58.26963782310486,Prescriptive,,,Tue Mar 26 14:43:55 +0000 2019,0.07279601693153381,0.06050962209701538,The official Twitter account of Snowy Noe (pending verification). Studying meteorology at Ohio University. OU 2020 【=◈︿◈=】,0,0.07513342052698135,,,0.043166305869817734,0,328,609,,,,,1110552969450266625,1110552969450266625,,,,3,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,4012,"RT @suchnerve: “MY ANXIETY ISN’T *THAT* BAD” STARTER PACK

1. leg bouncing
2. picking at your lips
3. walking very quickly
4. having two mo…",,,,0.02714640274643898,,0.06668082624673843,j_noe387,,
237,58.274275064468384,Prescriptive,,,Tue Mar 26 14:43:55 +0000 2019,0.07279601693153381,0.06050962209701538,be cruel to me cause i'm a fool for you,0,0.07513342052698135,,,0.043166305869817734,0,325,374,,,,,1110552970515660803,1110552970515660803,,,,2,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,20865,"RT @suchnerve: “MY ANXIETY ISN’T *THAT* BAD” STARTER PACK

1. leg bouncing
2. picking at your lips
3. walking very quickly
4. having two mo…",,,,0.02714640274643898,,0.06668082624673843,gih_h,,
238,73.14375638961792,Prescriptive,,,Tue Mar 26 14:43:56 +0000 2019,0.07279601693153381,0.06050962209701538,UT Alpha Chi Omega Alumni 2015.,0,0.07513342052698135,,,0.043166305869817734,0,352,367,,,,,1110552971341905920,1110552971341905920,,,,2,Ohio,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,10799,RT @CoachAnnalisa: We fall in #LOVE with people who make us feel appreciated-important-alive-loved-energetic-cherised-admired and respected…,,,,0.02714640274643898,,0.06668082624673843,HaleyAnne_93,,
239,66.5657639503479,Prescriptive,,,Tue Mar 26 14:43:56 +0000 2019,0.07279601693153381,0.06050962209701538,,0,0.07513342052698135,,,0.043166305869817734,0,1475,1369,,,,,1110552972109459458,1110552972109459458,,,,15,"Atlanta, GA",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,23186,@thisevnoia Wow this just cured all my sadness,,,,0.02714640274643898,,0.06668082624673843,champ_atl,,
240,54.81758117675781,Prescriptive,,,Tue Mar 26 14:43:56 +0000 2019,0.07279601693153381,0.06050962209701538,quote,0,0.07513342052698135,,,0.043166305869817734,0,149,251,,,,,1110552972218585088,1110552972218585088,,,,1,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,11737,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,,,,0.02714640274643898,,0.06668082624673843,joeycio_13,,
241,71.14777565002441,Prescriptive,,,Tue Mar 26 14:43:56 +0000 2019,0.07279601693153381,0.06050962209701538,18/ Multi (bg & gg)/ Waiting for June 2019/ https://curiouscat.me/Notreadyformonstax,0,0.07513342052698135,,,0.043166305869817734,0,825,795,,,,,1110552972117856258,1110552972117856258,,,,18,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,21150,"RT @zfedberg: It's funny how politics work. The elders that have no understanding of today, make the decisions for the younger generations…",,,,0.02714640274643898,,0.06668082624673843,jooheonsteaser,,
242,78.00372838973999,Prescriptive,,,Tue Mar 26 14:43:56 +0000 2019,0.07279601693153381,0.06050962209701538,,0,0.07513342052698135,,,0.043166305869817734,0,106,262,,,,,1110552972465823744,1110552972465823744,,,,0,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,7693,RT @bukhariawesome: Everyone who played this grew up to have anxiety and the obsessive need to please everyone. https://t.co/ed53998XCz,,,,0.02714640274643898,,0.06668082624673843,cutebutfragile_,,
243,84.31817293167114,Prescriptive,,,Tue Mar 26 14:43:56 +0000 2019,0.07279601693153381,0.06050962209701538,"🔥 Follow @glazedbrand on Twitter and GlazedBrand_ on IG #GraphicDesigner #SC: ThatBossJay #DM FOR PROMO!! 5$ RT, #logos, #photoediting #Photography #Fashion 🔥",0,0.07513342052698135,,,0.043166305869817734,0,5566,5525,,,,,1110552972637978624,1110552972637978624,,,,10,"West Chicago, IL #290",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,7671,RT @MostDopeNickie: I hate when my friends sad and it ain’t shit I can do for em but pray smh,,,,0.02714640274643898,,0.06668082624673843,OfficialJayHarp,,
244,90.35614728927612,Prescriptive,,,Tue Mar 26 14:43:56 +0000 2019,0.07279601693153381,0.06050962209701538,kinda classy kinda hood♡,0,0.07513342052698135,,,0.043166305869817734,0,83,128,,,,,1110552972876873733,1110552972876873733,,,,0,"Los Angeles, CA",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,2194,"RT @igetloudtf: Sis, stop getting sad over that nigga. He not meant for you. God only brought him to you to show what NOT to deal w/. PERK…",,,,0.02714640274643898,,0.06668082624673843,sammyywammy_,,
245,89.54387307167053,Prescriptive,,,Tue Mar 26 14:43:56 +0000 2019,0.07279601693153381,0.06050962209701538,"Do not go gentle into that good night.
Rage, rage against the dying of the light.
#ClimateChangeIsReal #DolphinAngels #RESIST #neveragain #1A",0,0.07513342052698135,,,0.043166305869817734,0,2700,4961,,,,,1110552973124362240,1110552973124362240,,,,30,Everywhere ,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,87911,RT @waltshaub: @PressSec @realDonaldTrump I’m sad I didn’t make this White House list because I really hate the corruption and lying in thi…,,,,0.02714640274643898,,0.06668082624673843,DonWilliamson3,,
246,78.00318002700806,Prescriptive,,,Tue Mar 26 14:43:56 +0000 2019,0.07279601693153381,0.06050962209701538,"17 on first of august , bu3",0,0.07513342052698135,,,0.043166305869817734,0,64,91,,,,,1110552973329862656,1110552973329862656,,,,0,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,10990,RT @bukhariawesome: Everyone who played this grew up to have anxiety and the obsessive need to please everyone. https://t.co/ed53998XCz,,,,0.02714640274643898,,0.06668082624673843,irmannnnnnn,,
247,58.27330946922302,Prescriptive,,,Tue Mar 26 14:43:56 +0000 2019,0.07279601693153381,0.06050962209701538,Kingston’s Mother 💙,0,0.07513342052698135,,,0.043166305869817734,0,31,55,,,,,1110552974722510854,1110552974722510854,,,,0,"Houston, TX",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,331,"RT @suchnerve: “MY ANXIETY ISN’T *THAT* BAD” STARTER PACK

1. leg bouncing
2. picking at your lips
3. walking very quickly
4. having two mo…",,,,0.02714640274643898,,0.06668082624673843,itsluhnaee,,
248,78.0027985572815,Prescriptive,,,Tue Mar 26 14:43:56 +0000 2019,0.07279601693153381,0.06050962209701538,nah bunga untuk awak 🌻,0,0.07513342052698135,,,0.043166305869817734,0,4060,164,,,,,1110552974986633217,1110552974986633217,,,,5,Malaysia,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,21936,RT @bukhariawesome: Everyone who played this grew up to have anxiety and the obsessive need to please everyone. https://t.co/ed53998XCz,,,,0.02714640274643898,,0.06668082624673843,shadududu,,
249,82.77085423469543,Prescriptive,,,Tue Mar 26 14:43:56 +0000 2019,0.07279601693153381,0.06050962209701538,"BSN, RN⚕️always at work.",0,0.07513342052698135,,,0.043166305869817734,0,592,529,,,,,1110552974668021760,1110552974668021760,,,,2,"New Orleans, LA",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,12973,RT @baaabyonyx: first of all if you was beefing at a wedding then you should’ve been beefing at that wedding. why would you bring that to s…,,,,0.02714640274643898,,0.06668082624673843,mooi_amour,,
250,58.270496129989624,Prescriptive,,,Tue Mar 26 14:43:57 +0000 2019,0.07279601693153381,0.06050962209701538,| Mity | She/Her | Ancient | Ace Darling | 18+ Account |,0,0.07513342052698135,,,0.043166305869817734,0,76,874,,,,,1110552975619973122,1110552975619973122,,,,2,drowning in debt,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,35537,"RT @suchnerve: “MY ANXIETY ISN’T *THAT* BAD” STARTER PACK

1. leg bouncing
2. picking at your lips
3. walking very quickly
4. having two mo…",,,,0.02714640274643898,,0.06668082624673843,bbmity,,
251,88.2608413696289,Prescriptive,,,Tue Mar 26 14:43:57 +0000 2019,0.07279601693153381,0.06050962209701538,"I’m not a look, I’m a Feeling - too Hot to handle, too cold to hold.",0,0.07513342052698135,,,0.043166305869817734,0,254,350,,,,,1110552976408657920,1110552976408657920,,,,2,South Africa,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,6207,"Some people create their own storms, then get upset when it rains.",,,,0.02714640274643898,,0.06668082624673843,Seleb_666,,
252,54.79879975318909,Prescriptive,,,Tue Mar 26 14:43:57 +0000 2019,0.07279601693153381,0.06050962209701538,"Todo lo que tienes es prestado, disfrutalo!!!!!🌻",0,0.07513342052698135,,,0.043166305869817734,0,677,553,,,,,1110552976597417986,1110552976597417986,,,,4,"Monterrey, Nuevo León",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,31391,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,,,,0.02714640274643898,,0.06668082624673843,solisflowers,,
253,78.00354957580566,Prescriptive,,,Tue Mar 26 14:43:57 +0000 2019,0.07279601693153381,0.06050962209701538,Travel,0,0.07513342052698135,,,0.043166305869817734,0,219,458,,,,,1110552976639180800,1110552976639180800,,,,2,"Selangor, Malaysia",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,6911,RT @bukhariawesome: Everyone who played this grew up to have anxiety and the obsessive need to please everyone. https://t.co/ed53998XCz,,,,0.02714640274643898,,0.06668082624673843,naaaaaaaaaaaa99,,
254,53.08153033256531,Prescriptive,,,Tue Mar 26 14:43:57 +0000 2019,0.07279601693153381,0.06050962209701538,"Morgan, bad bitch and meme queen, a brat 🏳️‍🌈",0,0.07513342052698135,,,0.043166305869817734,0,283,515,,,,,1110552977188675586,1110552977188675586,,,,0,"Riverside, CA",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,1140,"Listen you fucking whores, if y’all don’t get ya sad asses out of bed and DO something today imma beat that ass 😂 s… https://t.co/kMUiFCJKVO",,,,0.02714640274643898,,0.06668082624673843,umhimorgan,,
255,47.15622365474701,Prescriptive,,,Tue Mar 26 14:43:57 +0000 2019,0.07279601693153381,0.06050962209701538,,0,0.07513342052698135,,,0.043166305869817734,0,926,1332,,,,,1110552977566240769,1110552977566240769,,,,142,"Belém, Pará, Brasil 🇧🇷",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,111560,"RT @GroovyBruce: “Not tonight, baby, I’m feeling a little run down.” https://t.co/ZFSjFn2dTY",,,,0.02714640274643898,,0.06668082624673843,toninhoevans,,
256,54.8029363155365,Prescriptive,,,Tue Mar 26 14:43:57 +0000 2019,0.07279601693153381,0.06050962209701538,"𖠵❥̸꧈ чσυ gσттα киσω ♡ тнαт чσυ’яε❜ σиε ιи α мιllισи 。❦  ۪۪Ꭵ ᥣ᥆᥎ᥱ j᥆ hᥲ᥉ᥱᥙᥣ, hᥱ᥆ ᦴᥙᥒjᎥᥒ & kᥲᥒg ᦴᥱbᎥᥒ — ɢɢ sᴛᴀɴ ♡",0,0.07513342052698135,,,0.043166305869817734,0,1766,392,,,,,1110552977868288000,1110552977868288000,,,,2,트와이스; 이달의 소녀; 프리스틴 ᥲnd 프로미스_9,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,25046,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,,,,0.02714640274643898,,0.06668082624673843,haseulips,,
257,80.92342615127563,Prescriptive,,,Tue Mar 26 14:43:57 +0000 2019,0.07279601693153381,0.06050962209701538,I will go for everything I want,0,0.07513342052698135,,,0.043166305869817734,0,150,128,,,,,1110552978253991936,1110552978253991936,,,,0,Atas kuda laut,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,2752,i still remember my dad made a slide show of our late dog Hachiko 😢 oh my hearttt,,,,0.02714640274643898,,0.06668082624673843,AudSeyNie,,
258,82.46639370918274,Prescriptive,,,Tue Mar 26 14:43:57 +0000 2019,0.07279601693153381,0.06050962209701538,We still movin' like y'all say y'all did  [thoughts and opinions are mine],0,0.07513342052698135,,,0.043166305869817734,0,1106,865,,,,,1110552978593853440,1110552978593853440,,,,53,Detroit,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,51147,@_HEEZY_ With the lime green? Me too I’m sad every 6 months lol,,,,0.02714640274643898,,0.06668082624673843,_MarcusSumrall,,
259,54.84737157821655,Prescriptive,,,Tue Mar 26 14:43:58 +0000 2019,0.07279601693153381,0.06050962209701538,,0,0.07513342052698135,,,0.043166305869817734,0,278,953,,,,,1110552979856375814,1110552979856375814,,,,22,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,13513,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,,,,0.02714640274643898,,0.06668082624673843,Grrr_whybother,,
260,77.70792841911316,Prescriptive,,,Tue Mar 26 14:43:58 +0000 2019,0.07279601693153381,0.06050962209701538,Always △⃒⃘ // 22 // Slytherin 🐍💚,0,0.07513342052698135,,,0.043166305869817734,0,789,641,,,,,1110552979868995584,1110552979868995584,,,,14,Hogwarts ,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,65252,RT @ridewithreedus: Same fucking and sad moment #TheWalkingDead #TWD https://t.co/nJPT6vSGAA,,,,0.02714640274643898,,0.06668082624673843,Just1Anni,,
261,58.72233510017395,Prescriptive,,,Tue Mar 26 14:43:58 +0000 2019,0.07279601693153381,0.06050962209701538,Scientia Manu et Mente🚀 • Artist • Cognitivist • Extropian,0,0.07513342052698135,,,0.043166305869817734,0,159,1968,,,,,1110552979990560769,1110552979990560769,,,,1,2nd Circle,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,2896,"@DrewBMcMahon1 @bluehair78 @godless_mom Sad, that you think normal people trying to do good are still *flawed*. Tha… https://t.co/VGRY0JDhiQ",,,,0.02714640274643898,,0.06668082624673843,meat_juice,,
262,67.81325340270996,Prescriptive,,,Tue Mar 26 14:43:58 +0000 2019,0.07279601693153381,0.06050962209701538,"MAGA,TRUMP FOREVER,Q, @inthemattrix,prayingmedic",0,0.07513342052698135,,,0.043166305869817734,0,871,1224,,,,,1110552980187693056,1110552980187693056,,,,0,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,9123,"RT @Pink_About_it: If you think Democrats are upset now over the Mueller report---

Wait until they realize Obama can still be impeached…",,,,0.02714640274643898,,0.06668082624673843,tristanjulieava,,
263,87.8588616847992,Prescriptive,,,Tue Mar 26 14:43:58 +0000 2019,0.07279601693153381,0.06050962209701538,fuck. // jhb // slut for attention.,0,0.07513342052698135,,,0.043166305869817734,0,313,176,,,,,1110552980716220417,1110552980716220417,,,,0,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,1550,RT @othandwa: My friend is suffering from depression because she has to live in the same house as a rapist who keeps raping her 23 years ol…,,,,0.02714640274643898,,0.06668082624673843,ziahthezombie,,
264,88.46948146820068,Prescriptive,,,Tue Mar 26 14:43:58 +0000 2019,0.07279601693153381,0.06050962209701538,"Volunteer SRFT,Co Founder Headsmatter,Passionate about Brain Injury,PTSD All views are my own",0,0.07513342052698135,,,0.043166305869817734,0,5456,1178,,,,,1110552981102120960,1110552981102120960,,,,1142,manchester,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,885366,RT @NHSwhistleblowr: Revelations @RoySocMed Whistleblower conference mean it is time for the Hillsborough - style inquiry that @bernardjenk…,,,,0.02714640274643898,,0.06668082624673843,s9tmt,,
265,54.746830463409424,Prescriptive,,,Tue Mar 26 14:43:58 +0000 2019,0.07279601693153381,0.06050962209701538,,0,0.07513342052698135,,,0.043166305869817734,0,311,283,,,,,1110552981710299139,1110552981710299139,,,,2,leeds,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,14035,RT @victorialoopz: when u make him mad n he start driving home like dis 🥴 https://t.co/DOsh5zvRhg,,,,0.02714640274643898,,0.06668082624673843,naomil_15,,
266,54.83718514442444,Prescriptive,,,Tue Mar 26 14:43:58 +0000 2019,0.07279601693153381,0.06050962209701538,,0,0.07513342052698135,,,0.043166305869817734,0,8844,8396,,,,,1110552982469390336,1110552982469390336,,,,10,na caçamba de lixo,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,122007,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,,,,0.02714640274643898,,0.06668082624673843,jernjauregui,,
267,50.27427077293396,Prescriptive,,,Tue Mar 26 14:43:59 +0000 2019,0.07279601693153381,0.06050962209701538,,0,0.07513342052698135,,,0.043166305869817734,0,22,174,,,,,1110552983975030784,1110552983975030784,,,,0,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,20155,RT @_fluffylisa: tearing up omg why this is so sad 😭 I love Lisa so much everyone #AceLalisaDay https://t.co/8oPSP5s7fI,,,,0.02714640274643898,,0.06668082624673843,vdnllsv,,
268,77.62804627418518,Prescriptive,,,Tue Mar 26 14:43:59 +0000 2019,0.07279601693153381,0.06050962209701538,"http://youtu.be/fIkZOLsnoqY
Kim Namjoon invented English fight me",0,0.07513342052698135,,,0.043166305869817734,0,37,115,,,,,1110552985086672896,1110552985086672896,,,,0,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,1743,RT @miiniongay: type the fanchant w ur eyes closed it's for my depression,,,,0.02714640274643898,,0.06668082624673843,littlejuanstea,,
269,58.27630162239075,Prescriptive,,,Tue Mar 26 14:43:59 +0000 2019,0.07279601693153381,0.06050962209701538,im not ok but whatever .,0,0.07513342052698135,,,0.043166305869817734,0,40,127,,,,,1110552985161994240,1110552985161994240,,,,0,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,10291,"RT @suchnerve: “MY ANXIETY ISN’T *THAT* BAD” STARTER PACK

1. leg bouncing
2. picking at your lips
3. walking very quickly
4. having two mo…",,,,0.02714640274643898,,0.06668082624673843,_Nyaisyah,,
270,58.27707052230835,Prescriptive,,,Tue Mar 26 14:43:59 +0000 2019,0.07279601693153381,0.06050962209701538,I like to think I'm open minded... And tired. That's about it frankly.,0,0.07513342052698135,,,0.043166305869817734,0,143,162,,,,,1110552984331657218,1110552984331657218,,,,1,United States,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,7626,"RT @suchnerve: “MY ANXIETY ISN’T *THAT* BAD” STARTER PACK

1. leg bouncing
2. picking at your lips
3. walking very quickly
4. having two mo…",,,,0.02714640274643898,,0.06668082624673843,The_Yeeb_XX,,
271,54.84018325805664,Prescriptive,,,Tue Mar 26 14:43:59 +0000 2019,0.07279601693153381,0.06050962209701538,THE DOLL’S TRYING TO KILL ME AND THE TOASTER’S BEEN LAUGHING AT ME,0,0.07513342052698135,,,0.043166305869817734,0,20,27,,,,,1110552985745178625,1110552985745178625,,,,0,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,1699,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,,,,0.02714640274643898,,0.06668082624673843,amysant1ago,,
272,82.79125690460205,Prescriptive,,,Tue Mar 26 14:43:59 +0000 2019,0.07279601693153381,0.06050962209701538,Ravenclaw professor. Drinker of tea. Conveyor of savage commentary. First of her name.,0,0.07513342052698135,,,0.043166305869817734,0,16,91,,,,,1110552986151985153,1110552986151985153,,,,0,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,96,"RT @KamalaHarris: Our children are being raised by two groups of people: families and teachers. Yet, we fail to pay teachers their value. A…",,,,0.02714640274643898,,0.06668082624673843,drfuriosa1,,
273,76.50922536849976,Prescriptive,,,Tue Mar 26 14:43:59 +0000 2019,0.07279601693153381,0.06050962209701538,,0,0.07513342052698135,,,0.043166305869817734,0,5,10,,,,,1110552986521001984,1110552986521001984,,,,0,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,130,"RT @JaryZaidi: WHAT DO I WANT???? 
 _______________
|                       |
|    Happiness | 
|＿＿＿＿＿＿|
   (\__/) || 
   (•ㅅ•) || 
   /…",,,,0.02714640274643898,,0.06668082624673843,cerealsandbread,,
274,77.62799859046936,Prescriptive,,,Tue Mar 26 14:43:59 +0000 2019,0.07279601693153381,0.06050962209701538,would do anything for @bts_twt,0,0.07513342052698135,,,0.043166305869817734,0,105,205,,,,,1110552986617548801,1110552986617548801,,,,0,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,136,RT @miiniongay: type the fanchant w ur eyes closed it's for my depression,,,,0.02714640274643898,,0.06668082624673843,bedtimeyoongi,,
275,54.80164885520935,Prescriptive,,,Tue Mar 26 14:43:59 +0000 2019,0.07279601693153381,0.06050962209701538,My only goal is just to be successful in life and past away happily💯,0,0.07513342052698135,,,0.043166305869817734,0,191,183,,,,,1110552986789576705,1110552986789576705,,,,0,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,499,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,,,,0.02714640274643898,,0.06668082624673843,kingdavid11901,,
276,58.27699303627014,Prescriptive,,,Tue Mar 26 14:44:00 +0000 2019,0.07279601693153381,0.06050962209701538,,0,0.07513342052698135,,,0.043166305869817734,0,4,61,,,,,1110552988257386496,1110552988257386496,,,,0,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,78,"RT @suchnerve: “MY ANXIETY ISN’T *THAT* BAD” STARTER PACK

1. leg bouncing
2. picking at your lips
3. walking very quickly
4. having two mo…",,,,0.02714640274643898,,0.06668082624673843,ColinLoftus2,,
277,54.797810316085815,Prescriptive,,,Tue Mar 26 14:44:00 +0000 2019,0.07279601693153381,0.06050962209701538,🇲🇽✨SEO💍,0,0.07513342052698135,,,0.043166305869817734,0,775,1050,,,,,1110552988496678912,1110552988496678912,,,,5,Bay area,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,37604,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,,,,0.02714640274643898,,0.06668082624673843,BryssaMarina,,
278,58.26908349990845,Prescriptive,,,Tue Mar 26 14:44:00 +0000 2019,0.07279601693153381,0.06050962209701538,———— tsumugi/switchP + theatre clubP ———— she/her / sometimes rt heavy / i just die over my 2d gacha favs guys,0,0.07513342052698135,,,0.043166305869817734,0,130,353,,,,,1110552988622487552,1110552988622487552,,,,1,switzerland,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,1607,"RT @suchnerve: “MY ANXIETY ISN’T *THAT* BAD” STARTER PACK

1. leg bouncing
2. picking at your lips
3. walking very quickly
4. having two mo…",,,,0.02714640274643898,,0.06668082624673843,solarchronicle,,
279,59.595584869384766,Prescriptive,,,Tue Mar 26 14:44:00 +0000 2019,0.07279601693153381,0.06050962209701538,"Hey there it’s Sarah , 8 makes 1 team , Ateez snatched my wig 😭",0,0.07513342052698135,,,0.043166305869817734,0,695,1822,,,,,1110552988974747648,1110552988974747648,,,,3,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,42546,RT @EverLovingHui: Honestly Trust Me by kard made me cry. The rest of their songs are more dance and rap but a good mix of vocals too. I re…,,,,0.02714640274643898,,0.06668082624673843,ateez_is_life,,
