,df,user,created_at,text,favorite_count,id_str,location,description,followers_count,listed_count,friends_count,statuses_count,time_zone,retweet_count,retweeted,id,Class,%Strength
144,0,rtbstrd1331,Tue Mar 26 14:43:35 +0000 2019,"RT @suchnerve: “MY ANXIETY ISN’T *THAT* BAD” STARTER PACK

1. leg bouncing
2. picking at your lips
3. walking very quickly
4. having two mo…",0,1110552886373543937,I'm at where I'm at...,"Soldier in GunnsArmy. We won't quit till the job is done. And probably not even then(we're kinda a-holes like that).

March 15th 2019
MISSION ACCOMPLISHED!!!!",102,2,423,5050,,0,False,1110552886373543937,Prescriptive,67.1184241771698
145,0,Mr_Sparrow_,Tue Mar 26 14:43:35 +0000 2019,@sumpww Sounds like depression but the other way around and I don't like it,0,1110552887007109121,"München, Bayern","Don't be stupid. 
Ariana Ghandi is real",6,0,27,138,,0,False,1110552887007109121,Relational,79.9436092376709
146,0,amaliarahim_,Tue Mar 26 14:43:35 +0000 2019,"RT @nrfthah_mrn: When a women goes silent; 
- silence is a girl’s loudest cry
- when she is happy, she cant stop talking
- when she is sad,…",0,1110552886591680512,"Kuala Lumpur, Wilayah Persekut",dam's,50,0,74,1896,,0,False,1110552886591680512,Relational,72.79816269874573
147,0,rchllbacayo,Tue Mar 26 14:43:35 +0000 2019,RT @anneeeeyyyy: What do you wear to sleep? — I wear sadness &amp; disappointments. Also doubts &amp; what ifs. https://t.co/8EYhNdTBDj,0,1110552886214156289,,—보라해💜,15,0,26,1315,,0,False,1110552886214156289,Prescriptive,78.50203514099121
148,0,soupinbag,Tue Mar 26 14:43:35 +0000 2019,RT @sleepyIatina: this is literally sofia on the freeway https://t.co/1EKYOlCHKX,0,1110552886285496320,,The melodramatic saga of a libtard with her cat and mini van,90,0,189,1485,,0,False,1110552886285496320,Prescriptive,66.02456569671631
149,0,_heyitsalyy,Tue Mar 26 14:43:35 +0000 2019,"RT @dirtyIiar: “you look stressed out”

me: nah i’m good

also me: https://t.co/4EIHga7ujT",0,1110552887015301120,sea side 🌊,a series of infinite contradictions,283,0,226,8286,,0,False,1110552887015301120,Relational,52.936309576034546
150,0,thekimpy,Tue Mar 26 14:43:36 +0000 2019,This one's for you! 🌸,0,1110552887472455681,,,522,0,495,1110,,0,False,1110552887472455681,Prescriptive,33.33333432674408
151,0,__DearPrudence_,Tue Mar 26 14:43:36 +0000 2019,Like I cut most of my hair off but it was dead damaged depression hair. I really had nothing to lose. But for someo… https://t.co/Gy2y2z2IOX,0,1110552887116132354,"Brooklyn, NY",Extremely Black. Incredibly Southern.,436,6,380,36371,,0,False,1110552887116132354,Prescriptive,90.06223678588867
152,0,sumjeon,Tue Mar 26 14:43:36 +0000 2019,I SWEAR IF BIG HIT DROPS SOMETHING I WILL COMBUST I AM STRESSED ABOUT OTHER THINGS,0,1110552887590117376,bts in paris 06/07!,[jjk ♡ ;; dms always open 🍂] — use bts to love yourself!,1074,10,894,2088,,0,False,1110552887590117376,Relational,69.47107315063477
153,0,httpsIrfn_,Tue Mar 26 14:43:36 +0000 2019,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,0,1110552888273559553,"Johor Bahru, Johor",Omae wa mō shin de iru,1290,5,369,41932,,0,False,1110552888273559553,Relational,76.74921751022339
154,0,babuHoseok,Tue Mar 26 14:43:36 +0000 2019,RT @eyeronicmuch: i am very sad about this https://t.co/yQYL54zppQ,0,1110552888022089730,,"☆°• Sᴇʀ•ᴇɴ•ᴅɪᴘ•ɪ•ᴛʏ •°☆



                          
(n) finding something good without looking for it",86,1,183,5147,,0,False,1110552888022089730,Prescriptive,33.33333432674408
155,0,Duttzilla1,Tue Mar 26 14:43:36 +0000 2019,"RT @DolanDark: We tried our best, but unfortunately Article 13 has passed. I don't know why boomers are in charge of internet freedom when…",0,1110552888483340289,,This account is my cry for help.,4,0,113,33,,0,False,1110552888483340289,Relational,92.2967791557312
156,0,jcoe27_,Tue Mar 26 14:43:36 +0000 2019,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,0,1110552888529616896,"Clarksville, AR",s.c juaan_o,126,0,117,939,,0,False,1110552888529616896,Relational,76.75382494926453
157,0,Mr_akintan,Tue Mar 26 14:43:36 +0000 2019,@MrOkeke_ @OdeleyeWole One of the biggest reasons I lost weight was cause of the bad mouth of my friends. @oyewolzs… https://t.co/GXjeMdgKoI,0,1110552888818962432,,,363,3,507,6315,,0,False,1110552888818962432,Relational,91.57091975212097
158,0,inaritomi,Tue Mar 26 14:43:36 +0000 2019,jk slept thru my appt and now im sad.,0,1110552888705761280,,,266,7,208,2707,,0,False,1110552888705761280,Prescriptive,66.22195243835449
159,0,rsmithhh_,Tue Mar 26 14:43:36 +0000 2019,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,0,1110552889288806401,"Oceanside, NY",,90,0,260,3494,,0,False,1110552889288806401,Relational,76.7435371875763
160,0,neirshatan,Tue Mar 26 14:43:36 +0000 2019,i'm sad please comflirt me :D,0,1110552889909338112,모모,stay hydrated 💙 ryuddaeng x momoring,98,0,58,1290,,0,False,1110552889909338112,Prescriptive,33.33333432674408
161,0,TyraYusoff,Tue Mar 26 14:43:36 +0000 2019,"RT @topislamictwit: Ya Allah, 24 hours from now I may be sad or may be happy But Allah, if Im sad pls send for me strength to stand back up…",0,1110552890668507136,"Penang, MALAYSIA",I'll be your day dream & your favorite thing ❤️ MARY KAY MALAYSIA SALES DIRECTOR 💖💖💖 Feel free to have me as your personal beauty consultant ☺️,752,18,255,37532,,0,False,1110552890668507136,Relational,53.805774450302124
162,0,somsirsa,Tue Mar 26 14:43:36 +0000 2019,Preventing depression in pregnancy: New guidelines – Harvard Health Blog – Harvard Health https://t.co/jRN1lL1SfD,0,1110552890760970240,Kolkata,"Technophile, Biomedical Engineer, Mental Health Advocate, @JUFET alum",755,10,1645,118162,,0,False,1110552890760970240,Relational,88.86989951133728
163,0,lala30317811,Tue Mar 26 14:43:36 +0000 2019,RT @_fluffylisa: tearing up omg why this is so sad 😭 I love Lisa so much everyone #AceLalisaDay https://t.co/8oPSP5s7fI,0,1110552890794377216,,ลิลลี่ของพี่ลิสซ่า💜💛,26,0,174,3436,,0,False,1110552890794377216,Relational,54.9910843372345
164,0,whyohwhyfather,Tue Mar 26 14:43:37 +0000 2019,"RT @MsMottram: This is sinister from Braverman, echoing Grand Wizards, straight out of the Bannon playbook, they are fascists. https://t.co…",0,1110552891436294146,European Union,A citizen of nowhere according to Mrs May.,591,33,584,70224,,0,False,1110552891436294146,Relational,77.0970344543457
165,0,Scout_Finch,Tue Mar 26 14:43:37 +0000 2019,I'm feeling overcome with anxiety about this again and to everyone out there with a pre-existing condition who is w… https://t.co/DzbhXetB7g,0,1110552891620814848,Kansas City,"Trending News Manager @dailykos, Jayhawker, National Park enthusiast, breast cancer survivor",20326,458,1662,59749,,0,False,1110552891620814848,Relational,85.92775464057922
166,0,Sreyoshi910,Tue Mar 26 14:43:37 +0000 2019,"RT @suchnerve: “MY ANXIETY ISN’T *THAT* BAD” STARTER PACK

1. leg bouncing
2. picking at your lips
3. walking very quickly
4. having two mo…",0,1110552891889209344,Riyadh,Commonly referred to as-The one with the difficult name and No it isn't Japanese. Twitter is my rant blog.,360,2,807,2412,,0,False,1110552891889209344,Prescriptive,67.12183356285095
167,0,luhupapi,Tue Mar 26 14:43:37 +0000 2019,"RT @boiie_: my anxiety: go crazy

my depression: go stupid",0,1110552891801169920,"Ottawa, Ontario",Sumthin Sumthin,151,0,193,2702,,0,False,1110552891801169920,Relational,75.89058876037598
168,0,royaltythirl2,Tue Mar 26 14:43:37 +0000 2019,"RT @trashloger: My mom when she was pregnant with me:

|              |
|               \
|                 \
|                   \
|…",0,1110552892409303041,,"stupida, incapace di argomentare, presuntuosa e infantile ma almeno sono simpatica (secondo i giornalisti neanche quello)",147,3,41,6096,,0,False,1110552892409303041,Relational,66.54938459396362
169,0,_haziqmahadzir,Tue Mar 26 14:43:37 +0000 2019,RT @bukhariawesome: Everyone who played this grew up to have anxiety and the obsessive need to please everyone. https://t.co/ed53998XCz,0,1110552892304326656,"Busan, Republic of Korea","im not perfect, but my hair is.",133,0,79,10674,,0,False,1110552892304326656,Relational,86.57556772232056
170,0,liyana340,Tue Mar 26 14:43:37 +0000 2019,"RT @viciou_: Whats the real problem is , when you keep your bright smile to hide your sorrow . And anxiety hitting on you . Panic disorder…",0,1110552892786634752,"Kuala Selangor, Selangor",bts stan forever.and you cant change my mind.they show me i have reasons i should love myself,432,1,592,31808,,0,False,1110552892786634752,Relational,91.83743596076965
171,0,TyceOnFleek,Tue Mar 26 14:43:37 +0000 2019,"RT @suchnerve: “MY ANXIETY ISN’T *THAT* BAD” STARTER PACK

1. leg bouncing
2. picking at your lips
3. walking very quickly
4. having two mo…",0,1110552892702900224,,fuck em,886,2,899,537,,0,False,1110552892702900224,Prescriptive,67.12249517440796
172,0,michellevisage,Tue Mar 26 14:43:37 +0000 2019,"RT @bluebay700: #ICYMI NEW @RuPaul #WhatsTheTee? w/ @MichelleVisage Ep197 — @JoelMcHale “#GoldenGirls, the tie, #Poshmark, #Seattle, #Depre…",0,1110552893541634048,over the rainbow,"RuPaul's Drag Race, Ireland's Got Talent judge, singer, actress, ally, smart ass. ALL INQUIRIES 🇺🇸🇬🇧🇮🇪 🏳️‍🌈 HouseofVisage@gmail.com",483057,1358,1896,122417,,0,False,1110552893541634048,Prescriptive,77.55405902862549
173,0,MaamoNeill,Tue Mar 26 14:43:37 +0000 2019,"RT @Bible_Time: You're not a failure until you stop trying. If you have no other testimony you have this one: ""I'm still here.""",0,1110552894078488576,,,3,0,11,4,,0,False,1110552894078488576,Relational,65.02817273139954
174,0,jerseyyalcala,Tue Mar 26 14:43:37 +0000 2019,wanna come pero my anxiety is telling me not to. aaaaaa :((,0,1110552894086905856,ββ ar,rainbow heart,283,0,239,1062,,0,False,1110552894086905856,Illness,58.25849771499634
175,0,byron_barrister,Tue Mar 26 14:43:37 +0000 2019,@clivepafc @arseblog @Arsenal @YankeeGunner He must be a total nightmare to play with. Watching him charging must g… https://t.co/35H7kO375x,0,1110552894321975303,"Dubai, United Arab Emirates",Partner at international family law firm Expatriate Law; specialising mainly in divorce and international children issues; based in Dubai; Arsenal fan,1431,26,681,4860,,0,False,1110552894321975303,Prescriptive,65.0382936000824
176,0,TheLPHernandez,Tue Mar 26 14:43:37 +0000 2019,"The serial killer took a beta blocker to #inhibit growing anxiety, not knowing a side effect on his body was volcan… https://t.co/XhExQKVXGK",0,1110552894657519616,,"#writingcommunity MBA Writer of Dreadful: Tales of the Dead and Dying/upcoming The Rat King. Featured in Monstronomicon, Sirens at Midnight, NoSleep pod.",646,7,775,422,,0,False,1110552894657519616,Relational,90.28140306472778
177,0,happinessxavi1,Tue Mar 26 14:43:37 +0000 2019,"RT @is_salsu: Pursue a lifestyle where the by-product of that lifestyle is happiness.

So happiness comes as a by-product.

If you spend ti…",0,1110552895177543680,"Federal Capital Territory, Nig","Environmental Consultant,
Event manager/planner,
Hype man",324,0,1661,1763,,0,False,1110552895177543680,Relational,66.75804853439331
178,0,zynae_,Tue Mar 26 14:43:37 +0000 2019,RT @bevitooo: Bitch shut up. https://t.co/1Ja1eTzlj4,0,1110552894951079937,,,1544,3,973,68731,,0,False,1110552894951079937,Prescriptive,74.44980144500732
179,0,kaba_djene3,Tue Mar 26 14:43:37 +0000 2019,"RT @rampageys: Y'all fall in love with potential, that's why so many heart are broken now, thinking somebody could be what they won't be an…",0,1110552895181807616,NYC | Houston ,UH | 🇬🇳 🕋,270,0,119,11796,,0,False,1110552895181807616,Relational,55.24657368659973
180,0,BeaangelineBeaa,Tue Mar 26 14:43:37 +0000 2019,"If you were asked to teach a class, what class would you teach? — Values, total daghan namn sad judgements sa kalib… https://t.co/ugqxRmVEuM",0,1110552895169150977,"Shanghai, People's Republic of China",In love 🚩,701,0,422,5294,,0,False,1110552895169150977,Prescriptive,91.47814512252808
181,0,larissaeglasser,Tue Mar 26 14:43:37 +0000 2019,@TransEthics @SenSanders You know what the sad thing is? I’ll take it lol https://t.co/GRhnHd2Jod,0,1110552894141546496,Zothique,"⚧ Librarian-archivist, trans lady scribe, actual metalhead. I hate lanyards. Selling the trans-flavored #F4 https://www.amazon.com/Larissa-Glasser/e/B077VRYC8L/",1013,21,751,15213,,0,False,1110552894141546496,Relational,76.77645087242126
182,0,mannyloya_,Tue Mar 26 14:43:38 +0000 2019,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,0,1110552896318271488,"Corona, CA",@chloeebabyy3 ❤️,669,2,1497,18397,,0,False,1110552896318271488,Relational,76.7436683177948
183,0,AEnenajor,Tue Mar 26 14:43:38 +0000 2019,Canada’s correctional service ordered to pay tens of millions for placing mentally ill inmates in solitary confinem… https://t.co/ssXj67qkjf,0,1110552896481820673,Toronto,Ruby Shiller Enenajor DiGiuseppe | Founder & Director @CannabisAmnesty | Crim & Public Law | Justice & Prison Reform | Former #SCC Clerk | @loranscholar |,3552,56,1810,7958,,0,False,1110552896481820673,Prescriptive,90.37036299705505
184,0,ayaehab97,Tue Mar 26 14:43:38 +0000 2019,RT @adam_elayan: @ my professors https://t.co/8epv3g3a68,0,1110552896188362752,,#dentistry✌#tennis 🎾🖤#rogerfederer 💙,3194,3,396,36445,,0,False,1110552896188362752,Relational,66.54379963874817
185,0,skeefe54,Tue Mar 26 14:43:38 +0000 2019,@TPeace19 @LDSLIMO @IngravenVids @Ravens @Lj_era8 @RGIII @MarkIngram22 Why would I be triggered by anything you clo… https://t.co/qRYKjEs4mq,0,1110552896645619712,Maine,"My main interests are traveling, sports and pissing excellence.",31,0,143,416,,0,False,1110552896645619712,Relational,66.63702726364136
186,0,JohnsonDJ1002,Tue Mar 26 14:43:38 +0000 2019,"RT @KokeReport: Omar Upset Minnesota Democrats Want Her Removed From Congress, Do You Want To Remove Her From Congress ? https://t.co/4CHK5…",0,1110552896507183104,"Rehoboth Beach, DE",,52,0,230,1124,,0,False,1110552896507183104,Relational,89.96448516845703
187,0,ierdnaDavid,Tue Mar 26 14:43:38 +0000 2019,RT @maddoooog: please be careful with me. sometimes i just get sad and i don't know why. i'm sorry.,0,1110552897463320576,alikabuk,ugly,135,0,124,8125,,0,False,1110552897463320576,Prescriptive,80.8603584766388
188,0,daiIycxnt,Tue Mar 26 14:43:38 +0000 2019,RT @XtingXKing: @HOT97 @daiIycxnt i feel so sad for the poor victims 😢,0,1110552898361065473,,Follow for exclusive news and updates. Founder of #SurvivingCardiB movement. Views are our own & retweets not endorsements. Parody account. Backup: @dailycxnt2,1820,3,2039,780,,0,False,1110552898361065473,Relational,82.03171491622925
189,0,Donna63341687,Tue Mar 26 14:43:38 +0000 2019,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,0,1110552898407186432, England 📍,🤙🏼,14,0,369,1125,,0,False,1110552898407186432,Relational,76.74291133880615
190,0,nesscorpious,Tue Mar 26 14:43:38 +0000 2019,i'm sad and confused but i love him so much,0,1110552898667200512,nathan young is the loml,i would die for robert sheehan's curls,798,22,995,80585,,0,False,1110552898667200512,Relational,58.36344361305237
191,0,uktiing,Tue Mar 26 14:43:38 +0000 2019,RT @briaslnterlude: Imagine being married and your husband tells millions of people he still loves and will always love his ex girlfriend.…,0,1110552898671443968,UK,"all she wanna do is get high and listen to PARTY.
🦉 #blm",2389,77,1010,160763,,0,False,1110552898671443968,Relational,55.19840717315674
192,0,mariahyesenia4,Tue Mar 26 14:43:38 +0000 2019,RT @kurkurkurk: Lemme give ya a little anxiety. https://t.co/s9EUCjlGbN,0,1110552898814033921,,Dream without fear. Love without limits.,135,0,52,2542,,0,False,1110552898814033921,Relational,76.5346348285675
193,0,jinniesgguk,Tue Mar 26 14:43:38 +0000 2019,"RT @suchnerve: “MY ANXIETY ISN’T *THAT* BAD” STARTER PACK

1. leg bouncing
2. picking at your lips
3. walking very quickly
4. having two mo…",0,1110552898826653697,your ♡ heart,"#SEOKJIN: god, if you’re listening, please turn this seawater into beer",206,17,315,5607,,0,False,1110552898826653697,Prescriptive,67.12080836296082
194,0,Clelisanne,Tue Mar 26 14:43:38 +0000 2019,"RT @suchnerve: “MY ANXIETY ISN’T *THAT* BAD” STARTER PACK

1. leg bouncing
2. picking at your lips
3. walking very quickly
4. having two mo…",0,1110552898969264128,Hotel California,"rap, féminisme, communication & idiomas | erasmus aux Canaries 🇮🇨 | #Bernie2020",462,8,430,16894,,0,False,1110552898969264128,Prescriptive,67.1204924583435
195,0,alyal_20,Tue Mar 26 14:43:38 +0000 2019,"RT @AeneaMateo: rt if you've ever:

- self-harmed
- attempted suicide
- been to a therapist
- cancelled on things because you don't have th…",0,1110552899279425536,Republic of the Philippines,"Publishing Ninja, Cheerleader, Passion Police, and Fairy Godmother.",327,24,325,10785,,0,False,1110552899279425536,Relational,87.12021112442017
196,0,IonerIive,Tue Mar 26 14:43:38 +0000 2019,literally all of these oh,0,1110552899401207809,the poetry is in the streets,"eat ass, suck a dick, and sell drugs",179,0,82,3824,,0,False,1110552899401207809,Prescriptive,66.02540612220764
197,0,CatherineExpat,Tue Mar 26 14:43:38 +0000 2019,RT @Confused_Dude: Going to get SAD and ANGRY in a bit. Watch you cowards. https://t.co/cPUih3w9ym,0,1110552897366962176,"Poitou-Charentes, France","I was born when very young, my mother was there at the time.  I like cats and they seem to like me which is a bonus.",208,1,537,5879,,0,False,1110552897366962176,Prescriptive,56.362855434417725
198,0,Kruztopher,Tue Mar 26 14:43:38 +0000 2019,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,0,1110552899438948352,"Birmingham, England",,147,0,246,2695,,0,False,1110552899438948352,Relational,76.7403781414032
199,0,InvalidBen,Tue Mar 26 14:43:39 +0000 2019,"RT @peedekaf: my mom when she was pregnant with me:

|              |
|              |
|               \
|                 \
|…",0,1110552899736657920,a,The hoper of far-flung hopes,272,6,947,2721,,0,False,1110552899736657920,Relational,66.54935479164124
200,0,Damegaingang,Tue Mar 26 14:43:39 +0000 2019,When you don’t send a person money through cash app that can end a friendship so sad! 😂#cashapp #endfriendships,0,1110552899640283136,,Everything is a Gain in life in lesson in failures. #GainGangFitness is the brand. Food show! New Music! New Career. 7 Incomes to become a millionaire! Tweets,4,0,5,18,,0,False,1110552899640283136,Relational,88.06421160697937
201,0,babybxca,Tue Mar 26 14:43:38 +0000 2019,Fuck I feel attacked I-,0,1110552899527065600,Honeymoon Avenue,I was going to make my password Pete Davidson’s dick but it said it was too short..,1351,4,1182,1095,,0,False,1110552899527065600,Relational,50.74860453605652
202,0,JannnnnnnaRynd,Tue Mar 26 14:43:39 +0000 2019,RT @wassuptres: its so sad i wanna get drunk and cry,0,1110552899870851078,coffee shop,Add a bio to your profile,903,5,1427,29335,,0,False,1110552899870851078,Prescriptive,75.28552412986755
203,0,jennadaniellew,Tue Mar 26 14:43:39 +0000 2019,"RT @SpookyGothLoser: ""can i call you"" texts are so cute 

like nah u can't bc i got anxiety 

but that's still cute boo LMFAOOOOOOOOOO.",0,1110552899875192833,,she/her | asexual panromantic | leave me alone,366,5,237,17265,,0,False,1110552899875192833,Relational,51.34896636009216
204,0,ehnadd,Tue Mar 26 14:43:39 +0000 2019,"RT @suchnerve: “MY ANXIETY ISN’T *THAT* BAD” STARTER PACK

1. leg bouncing
2. picking at your lips
3. walking very quickly
4. having two mo…",0,1110552900227334145,,,895,5,792,58672,,0,False,1110552900227334145,Prescriptive,67.11975336074829
205,0,Para_glider69,Tue Mar 26 14:43:39 +0000 2019,"Harry, our cunstabulary is full of these limp wrist characters. Imagine how the older cops feel having to bite thei… https://t.co/32tVKTtj4J",0,1110552900097531905,United Kingdom,"Once a soldier, no longer as strong, fast or accurate as I once believed I was, but age has brought wisdom, guile & humility...and a sense of humour.",6832,58,7405,85576,,0,False,1110552900097531905,Relational,90.04128575325012
206,0,Logicalanswer,Tue Mar 26 14:43:39 +0000 2019,"I know I was def in a slump of depression there, I'm hoping this new energy I've got carries on and I catch a solid… https://t.co/TXU1nokxxZ",0,1110552900252635139,United Snakes,Olympic stan or something. Also Yuri on Ice.,344,7,458,48571,,0,False,1110552900252635139,Relational,88.42762112617493
207,0,grhluna24,Tue Mar 26 14:43:39 +0000 2019,"RT @therapy_ai: There is a serious lack of discussion on mental health. 
Some people don't care about that.
Some people never understand AD…",0,1110552900596613125,,currently having an AUTISM AWARENESS campaign : atm we r up and running content will be added later * doing all the things in science we arent supposed to do*,847,9,1574,24166,,0,False,1110552900596613125,Relational,91.54550433158875
208,0,CapriceBiasoni,Tue Mar 26 14:43:39 +0000 2019,"RT @dirtyIiar: “you look stressed out”

me: nah i’m good

also me: https://t.co/4EIHga7ujT",0,1110552900554629121,,Toronto GBC school of design | Ry💗,298,0,272,1610,,0,False,1110552900554629121,Relational,52.93346643447876
209,0,ndrlssntn,Tue Mar 26 14:43:39 +0000 2019,"RT @suchnerve: “MY ANXIETY ISN’T *THAT* BAD” STARTER PACK

1. leg bouncing
2. picking at your lips
3. walking very quickly
4. having two mo…",0,1110552901296914432,finn wolfhard ,radiate positivity.,217,0,391,8703,,0,False,1110552901296914432,Prescriptive,67.11950302124023
210,0,NadeenWael,Tue Mar 26 14:43:39 +0000 2019,RT @rahmsalama: i hate how observant i am sometimes because i notice every little thing in every action and i get sad over the smallest thi…,0,1110552900999303168,,Enjoy the silence..,455,0,297,6782,,0,False,1110552900999303168,Relational,64.28020596504211
211,0,sarah_areli,Tue Mar 26 14:43:39 +0000 2019,RT @AlexxWRLD: y’all pretty girls really be getting some ugly ass boyfriends it makes me sad😔,0,1110552901309612034,"El Paso, TX",virgo | 18,1888,15,739,20190,,0,False,1110552901309612034,Relational,81.36036396026611
212,0,seventhsecret_,Tue Mar 26 14:43:39 +0000 2019,RT @Notebooktxts: I'm sad when my favorite person is depressed.,0,1110552901905055744,KUL × BTU,"19✨ UPM, Bintulu Campus💛",234,0,197,61663,,0,False,1110552901905055744,Prescriptive,76.63400173187256
213,0,Danjihadraagas3,Tue Mar 26 14:43:39 +0000 2019,"RT @arjmxrell: i am sad, but it's okay",0,1110552901988933632,Heaven st. Bahay ni san pedro,Being ugly is so damn hard.,12,0,14,55,,0,False,1110552901988933632,Prescriptive,65.91835618019104
214,0,einnaoj24,Tue Mar 26 14:43:39 +0000 2019,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,0,1110552901527789569,"Québec, Canada","22 • tattoo apprentice • college student • BTS ARMY • Yes, I'm as monotone as this bio seems to be.",1523,3,1352,87507,,0,False,1110552901527789569,Relational,76.74973607063293
215,0,Johnniellepenas,Tue Mar 26 14:43:39 +0000 2019,RT @valentineprim: Too many sad eyes on happy faces,0,1110552901942808576,,011,477,0,418,12308,,0,False,1110552901942808576,Illness,44.52976882457733
216,0,thundersuckles,Tue Mar 26 14:43:39 +0000 2019,Yeah but Y'ALL FORGOT ABOUT MY PROPELLER ON THE 22ND OF MARCH I'M STILL UPSET,0,1110552902119112704,Jamie's Cooks™,"The World's First Ever Monster Truck Front Flip is a religious experience, drop whatever the hell you're doing and listen to it.",201,2,157,3801,,0,False,1110552902119112704,Prescriptive,84.71323847770691
217,0,HoofieAnios,Tue Mar 26 14:43:39 +0000 2019,"RT @DolanDark: We tried our best, but unfortunately Article 13 has passed. I don't know why boomers are in charge of internet freedom when…",0,1110552902454657025,Lost in my steam library...,"🔞NSFW ACCOUNT 🔞 I'm a redhead hoofie ! || Server ""Les Sentinelles"" on WoW || Server ""Ragnarok"" on FF14 || Guy IRL || No RP || 😘",536,3,279,16487,,0,False,1110552902454657025,Relational,92.2969102859497
218,0,mscaramel_brown,Tue Mar 26 14:43:39 +0000 2019,RT @victorialoopz: when u make him mad n he start driving home like dis 🥴 https://t.co/DOsh5zvRhg,0,1110552902798585856,"Atlanta, Ga. (Southside)",,448,3,480,18829,,0,False,1110552902798585856,Prescriptive,81.3401997089386
219,0,Suga110309,Tue Mar 26 14:43:39 +0000 2019,RT @_fluffylisa: tearing up omg why this is so sad 😭 I love Lisa so much everyone #AceLalisaDay https://t.co/8oPSP5s7fI,0,1110552902517424132,,แอคหลุมหลบภัยใช้หวีด BTS Yoongi 😸 BP Lalisa 😺{ Lily } และ TXT 🐱🐰⭐️🌙🥕🐟,0,0,131,199,,0,False,1110552902517424132,Relational,54.992443323135376
220,0,CerealSpace,Tue Mar 26 14:43:39 +0000 2019,"RT @suchnerve: “MY ANXIETY ISN’T *THAT* BAD” STARTER PACK

1. leg bouncing
2. picking at your lips
3. walking very quickly
4. having two mo…",0,1110552903289327618,🏳️‍🌈,endless train of a queer's brain farts,127,0,162,3754,,0,False,1110552903289327618,Prescriptive,67.12142825126648
221,0,wxlionessxw,Tue Mar 26 14:43:39 +0000 2019,"RT @HERTWEETX: sometimes you just have to be done 

not mad, not upset

just done",0,1110552902769078272,地狱,"@lustfulsins_
190219🙄💕",6,0,14,158,,0,False,1110552902769078272,Relational,63.305383920669556
222,0,mikerelentless,Tue Mar 26 14:43:39 +0000 2019,"RT @mikerelentless: @nondualrandy All fiat currencies have failed.

100% failure rate.

Fiat always ends with massive money printing (hyper…",0,1110552902857302017,"Massachusetts, USA",Libertarian crypto trader.  I support BitcoinSV & MetaNet.  I believe in #Freedom #SelfOwnership #Capitalism Handcash $RELENTLESS,8023,183,4151,17650,,0,False,1110552902857302017,Prescriptive,91.61479473114014
223,0,LorenzMaranan,Tue Mar 26 14:43:40 +0000 2019,RT @nkkmlna: Sad af,0,1110552904593600512,esketits,Whatever it takes.,619,1,495,19173,,0,False,1110552904593600512,Prescriptive,33.33333432674408
224,0,JPCents,Tue Mar 26 14:43:40 +0000 2019,"RT @LindaForAmerica: Dear Bette:

While I under stand your desperate need for attention and relevance. 

Your obnoxious and over dramatic t…",0,1110552904438444032,United States,#POTUS45 #DrainTheSwamp #TrumpsArmy #MAGA #MakeAmericaGreatAgain,2666,4,4473,14925,,0,False,1110552904438444032,Relational,91.49576425552368
225,0,_roimike,Tue Mar 26 14:43:40 +0000 2019,"RT @na3gotti_: 1-800-273-8255 - Suicide Hotline

877-226-3111 - Addiction Hotline

844-228-2962 - Eating Disorder Hotline

877-455-0628 - S…",0,1110552904455409665,"Uptown,New Orleans",God First 🙏🏾 #RestGabe #RestRay #Rippops ‘19🎓 €a$h N 💷 Phillipians 4:13🙏🏾 Taurus ♉️,1047,7,756,3064,,0,False,1110552904455409665,Prescriptive,90.46571850776672
226,0,Maniii_Simone,Tue Mar 26 14:43:40 +0000 2019,@kliz__ Bro she was so tormented and sad🙁when I watch her perform I just wanna hug her. So so talented and she deserved sm more,0,1110552905189412866,"Detroit, MI",prolly somewhere reading or writing. NU22,1229,2,1172,18383,,0,False,1110552905189412866,Prescriptive,57.55962133407593
227,0,annaleahgarz,Tue Mar 26 14:43:40 +0000 2019,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,0,1110552905311010816,42 wallaby way sydney,I can do math tho,111,0,105,652,,0,False,1110552905311010816,Relational,76.73678398132324
228,0,JrodLee2,Tue Mar 26 14:43:40 +0000 2019,Puppy Laughs are the cure to all sadness https://t.co/pR5UBBUSW9,0,1110552904681836544,United States,,6,0,18,21,,0,False,1110552904681836544,Relational,81.92293047904968
